,rindex,nif,produtos_all,produtos,grupos,total
2057,2057,18008303,"[134, 122, 80, 53, 37, 18, 17, 15, 2, 44, 39, 34, 78, 100, 130, 33, 25, 76, 16, 36, 13, 126, 161, 160, 155, 154, 91, 38]","[134, 122, 80, 53, 37, 18, 17, 15, 2, 44, 39, 34, 78, 100, 130, 33, 25, 76, 16, 36, 13, 126, 161, 160, 155, 154, 91, 38]","[17, 15, 9, 5, 3, 1, 4, 8, 12, 16, 2, 23, 11]",59.0
2058,2058,10253475,"[147, 134, 106, 97, 80, 9, 18, 1, 48, 44, 43, 40, 34, 39, 116, 95, 93, 33, 162, 109, 86, 79, 84, 82, 133, 127, 70, 26, 126, 125, 161, 156, 151, 108]","[147, 134, 106, 97, 80, 9, 18, 1, 48, 44, 43, 40, 34, 39, 116, 95, 93, 33, 162, 109, 86, 79, 84, 82, 133, 127, 70, 26, 126, 125, 161, 156, 151, 108]","[18, 17, 13, 11, 9, 2, 3, 1, 5, 4, 15, 23, 10, 16, 7, 20]",62.9
2059,2059,17109631,"[147, 147, 80, 35, 19, 18, 16, 108, 132, 129, 124, 161, 156, 123, 95, 90, 84, 82, 155, 151, 27, 2, 1, 96, 44, 64, 62, 61, 40, 147, 150]","[147, 80, 35, 19, 18, 16, 108, 132, 129, 124, 161, 156, 123, 95, 90, 84, 82, 155, 151, 27, 2, 1, 96, 44, 64, 62, 61, 40, 150]","[18, 9, 4, 3, 15, 16, 23, 11, 20, 1, 5, 6]",98.7
2060,2060,16464158,"[147, 162, 161, 159, 156, 137, 97, 80, 37, 50, 39, 35, 34, 78, 95, 93, 92, 84, 38, 18, 150, 82, 81, 75, 28, 27, 25, 5, 36, 128, 15]","[147, 162, 161, 159, 156, 137, 97, 80, 37, 50, 39, 35, 34, 78, 95, 93, 92, 84, 38, 18, 150, 82, 81, 75, 28, 27, 25, 5, 36, 128, 15]","[18, 23, 17, 11, 9, 5, 4, 8, 3, 20, 1, 16]",79.4
2061,2061,13145246,"[147, 161, 154, 150, 97, 80, 37, 18, 27, 4, 17, 100, 140, 124, 16, 149, 94, 92, 90, 40, 24, 139]","[147, 161, 154, 150, 97, 80, 37, 18, 27, 4, 17, 100, 140, 124, 16, 149, 94, 92, 90, 40, 24, 139]","[18, 23, 20, 11, 9, 5, 3, 1, 12, 17, 15, 19]",37.6
2062,2062,19163543,"[147, 138, 102, 80, 52, 37, 9, 4, 17, 15, 36, 34, 85, 156, 118, 116, 1, 25, 81, 69, 151, 54, 127]","[147, 138, 102, 80, 52, 37, 9, 4, 17, 15, 36, 34, 85, 156, 118, 116, 1, 25, 81, 69, 151, 54, 127]","[18, 17, 12, 9, 5, 2, 1, 3, 4, 23, 15, 7, 20, 16]",60.5
2063,2063,19704288,"[147, 161, 92, 87, 83, 81, 106, 80, 37, 50, 47, 157, 155, 18, 4, 17, 2, 14, 1, 130, 124, 72, 45, 44, 112, 33, 123]","[147, 161, 92, 87, 83, 81, 106, 80, 37, 50, 47, 157, 155, 18, 4, 17, 2, 14, 1, 130, 124, 72, 45, 44, 112, 33, 123]","[18, 23, 11, 10, 9, 13, 5, 3, 1, 2, 16, 15, 7, 4]",69.2
2064,2064,10753410,"[147, 163, 161, 159, 105, 80, 66, 52, 37, 35, 7, 4, 17, 3, 15, 96, 95, 14, 131, 126, 158, 51, 45, 39, 157, 149, 33, 27, 154, 94, 109, 52, 38]","[147, 163, 161, 159, 105, 80, 66, 52, 37, 35, 7, 4, 17, 3, 15, 96, 95, 14, 131, 126, 158, 51, 45, 39, 157, 149, 33, 27, 154, 94, 109, 38]","[18, 23, 13, 9, 6, 5, 4, 2, 1, 3, 11, 16, 19, 15]",57.3
2065,2065,14705552,"[147, 138, 134, 101, 97, 80, 51, 47, 45, 159, 157, 154, 18, 41, 36, 165, 34, 33, 29, 111, 109, 28, 16, 14, 1, 100, 93, 92, 91, 81, 96, 16]","[147, 138, 134, 101, 97, 80, 51, 47, 45, 159, 157, 154, 18, 41, 36, 165, 34, 33, 29, 111, 109, 28, 16, 14, 1, 100, 93, 92, 91, 81, 96]","[18, 17, 12, 11, 9, 5, 23, 3, 4, 24, 15, 2, 1]",75.2
2066,2066,16908197,"[147, 134, 114, 110, 103, 98, 52, 35, 32, 28, 25, 95, 90, 84, 81, 132, 130, 147, 46, 163, 159, 129, 135, 8, 19, 5, 14, 42, 40, 157, 149, 57]","[147, 134, 114, 110, 103, 98, 52, 35, 32, 28, 25, 95, 90, 84, 81, 132, 130, 46, 163, 159, 129, 135, 8, 19, 5, 14, 42, 40, 157, 149, 57]","[18, 17, 15, 12, 5, 4, 3, 11, 9, 16, 23, 2, 1, 19]",101.1
2067,2067,18923004,"[147, 137, 122, 101, 98, 80, 37, 32, 25, 6, 19, 4, 87, 85, 99, 81, 109, 147, 161, 108, 158, 157, 156, 148, 49, 15, 10, 127, 165]","[147, 137, 122, 101, 98, 80, 37, 32, 25, 6, 19, 4, 87, 85, 99, 81, 109, 161, 108, 158, 157, 156, 148, 49, 15, 10, 127, 165]","[18, 17, 15, 12, 9, 5, 4, 3, 1, 10, 23, 19, 2, 16, 24]",64.5
2068,2068,18580218,"[147, 137, 134, 93, 82, 99, 81, 131, 125, 80, 65, 19, 18, 64, 77, 73, 55, 16, 96, 159, 29, 28, 25, 24, 48, 44, 68, 114, 111, 40, 38, 36, 148, 109]","[147, 137, 134, 93, 82, 99, 81, 131, 125, 80, 65, 19, 18, 64, 77, 73, 55, 16, 96, 159, 29, 28, 25, 24, 48, 44, 68, 114, 111, 40, 38, 36, 148, 109]","[18, 17, 11, 9, 12, 16, 6, 3, 8, 5, 23, 15, 4, 19]",118.0
2069,2069,15219906,"[147, 155, 154, 150, 101, 80, 37, 18, 4, 17, 16, 132, 131, 125, 135, 49, 41, 104, 93, 86, 25, 85, 68, 61, 60, 74, 15]","[147, 155, 154, 150, 101, 80, 37, 18, 4, 17, 16, 132, 131, 125, 135, 49, 41, 104, 93, 86, 25, 85, 68, 61, 60, 74, 15]","[18, 23, 20, 12, 9, 5, 3, 1, 16, 17, 11, 10, 6, 8]",81.1
2070,2070,19801696,"[101, 102, 80, 67, 37, 24, 16, 156, 95, 87, 86, 42, 36, 85, 70, 150, 125, 123, 108, 84, 19, 18, 4, 83, 82]","[101, 102, 80, 67, 37, 24, 16, 156, 95, 87, 86, 42, 36, 85, 70, 150, 125, 123, 108, 84, 19, 18, 4, 83, 82]","[12, 9, 6, 5, 3, 23, 11, 10, 4, 7, 20, 16, 15, 1]",44.2
2071,2071,12362099,"[147, 145, 67, 53, 37, 47, 40, 18, 62, 87, 81, 39, 73, 26, 4, 150]","[147, 145, 67, 53, 37, 47, 40, 18, 62, 87, 81, 39, 73, 26, 4, 150]","[18, 17, 6, 5, 3, 10, 9, 8, 1, 20]",31.6
2072,2072,13756515,"[147, 100, 95, 94, 87, 83, 97, 80, 67, 18, 14, 1, 76, 43, 40, 57, 36, 149, 33, 160, 151, 119, 133, 132, 96]","[147, 100, 95, 94, 87, 83, 97, 80, 67, 18, 14, 1, 76, 43, 40, 57, 36, 149, 33, 160, 151, 119, 133, 132, 96]","[18, 12, 11, 10, 9, 6, 3, 2, 1, 8, 5, 4, 19, 23, 20, 15, 17, 16]",50.2
2073,2073,11237278,"[147, 100, 95, 88, 86, 84, 82, 81, 116, 110, 154, 80, 53, 35, 33, 32, 76, 130, 50, 49, 103, 47, 36, 127, 125, 21, 18, 30, 25]","[147, 100, 95, 88, 86, 84, 82, 81, 116, 110, 154, 80, 53, 35, 33, 32, 76, 130, 50, 49, 103, 47, 36, 127, 125, 21, 18, 30, 25]","[18, 12, 11, 10, 9, 15, 23, 5, 4, 8, 16, 3]",92.4
2074,2074,17378090,"[147, 97, 80, 53, 25, 12, 95, 94, 93, 86, 83, 121, 111, 21, 9, 16, 15, 159, 129, 126, 125, 139, 64, 154, 110, 50, 46, 76, 57, 42]","[147, 97, 80, 53, 25, 12, 95, 94, 93, 86, 83, 121, 111, 21, 9, 16, 15, 159, 129, 126, 125, 139, 64, 154, 110, 50, 46, 76, 57, 42]","[18, 11, 9, 5, 3, 2, 10, 15, 23, 16, 17, 6, 8]",101.3
2075,2075,14707901,"[147, 147, 134, 80, 37, 35, 94, 93, 84, 82, 34, 32, 30, 29, 128, 64, 77, 76, 74, 57, 50, 41, 126, 4, 17, 2, 148, 26, 12, 139, 69, 140]","[147, 134, 80, 37, 35, 94, 93, 84, 82, 34, 32, 30, 29, 128, 64, 77, 76, 74, 57, 50, 41, 126, 4, 17, 2, 148, 26, 12, 139, 69, 140]","[18, 17, 9, 5, 4, 11, 3, 16, 6, 8, 1, 19, 2, 7]",108.0
2076,2076,14168628,"[122, 102, 80, 65, 53, 49, 41, 40, 64, 8, 100, 94, 91, 90, 85, 34, 16, 131, 127, 36, 18, 3, 61, 60, 57, 70, 81, 154, 144]","[122, 102, 80, 65, 53, 49, 41, 40, 64, 8, 100, 94, 91, 90, 85, 34, 16, 131, 127, 36, 18, 3, 61, 60, 57, 70, 81, 154, 144]","[15, 12, 9, 6, 5, 2, 11, 4, 3, 16, 1, 7, 23, 17]",76.8
2077,2077,15653068,"[142, 158, 141, 122, 67, 65, 78, 70, 93, 51, 49, 47, 46, 40, 8, 19, 18, 34, 27, 24, 84, 133, 129, 151, 108, 16]","[142, 158, 141, 122, 67, 65, 78, 70, 93, 51, 49, 47, 46, 40, 8, 19, 18, 34, 27, 24, 84, 133, 129, 151, 108, 16]","[17, 23, 15, 6, 8, 7, 11, 5, 2, 3, 4, 9, 16, 20]",63.4
2078,2078,11357772,"[147, 101, 80, 35, 8, 34, 33, 26, 12, 51, 47, 43, 39, 38, 132, 61, 60, 163, 162, 150, 111, 109, 95, 86, 84, 74, 19, 18, 1, 57, 99, 126, 135]","[147, 101, 80, 35, 8, 34, 33, 26, 12, 51, 47, 43, 39, 38, 132, 61, 60, 163, 162, 150, 111, 109, 95, 86, 84, 74, 19, 18, 1, 57, 99, 126, 135]","[18, 12, 9, 4, 2, 3, 5, 16, 6, 23, 20, 15, 11, 10, 8, 1, 17]",77.7
2079,2079,19889705,"[105, 110, 98, 80, 35, 18, 16, 15, 132, 123, 135, 50, 48, 41, 96, 89, 86, 83, 81, 76, 57, 160, 157, 30, 148, 40, 36, 10, 156, 25]","[105, 110, 98, 80, 35, 18, 16, 15, 132, 123, 135, 50, 48, 41, 96, 89, 86, 83, 81, 76, 57, 160, 157, 30, 148, 40, 36, 10, 156, 25]","[13, 15, 12, 9, 4, 3, 16, 17, 5, 11, 10, 8, 23, 19, 2]",60.3
2080,2080,18524080,"[147, 80, 53, 37, 48, 47, 43, 42, 38, 35, 4, 79, 61, 24, 13, 76, 156, 91, 89, 154, 73, 10, 87, 133]","[147, 80, 53, 37, 48, 47, 43, 42, 38, 35, 4, 79, 61, 24, 13, 76, 156, 91, 89, 154, 73, 10, 87, 133]","[18, 9, 5, 4, 1, 6, 3, 2, 8, 23, 11, 10, 17]",54.0
2081,2081,19442765,"[155, 122, 105, 67, 37, 49, 43, 42, 39, 18, 59, 14, 94, 87, 85, 57, 54, 130, 38, 34, 125, 1, 84, 153, 135]","[155, 122, 105, 67, 37, 49, 43, 42, 39, 18, 59, 14, 94, 87, 85, 57, 54, 130, 38, 34, 125, 1, 84, 153, 135]","[23, 15, 13, 6, 5, 3, 2, 11, 10, 9, 16, 4, 1, 22, 17]",138.2
2082,2082,18555731,"[147, 100, 92, 87, 97, 80, 62, 61, 132, 126, 111, 109, 96, 53, 27, 163, 162, 161, 157, 154, 57, 54, 86, 99, 18, 125, 107, 42, 38, 1, 149]","[147, 100, 92, 87, 97, 80, 62, 61, 132, 126, 111, 109, 96, 53, 27, 163, 162, 161, 157, 154, 57, 54, 86, 99, 18, 125, 107, 42, 38, 1, 149]","[18, 12, 11, 10, 9, 6, 16, 15, 5, 3, 23, 14, 1, 19]",113.9
2083,2083,10253475,"[147, 161, 154, 134, 100, 95, 94, 87, 84, 99, 81, 133, 129, 148, 98, 80, 67, 52, 46, 108, 43, 41, 19, 4, 57, 54, 38, 153, 103, 131, 127, 165, 16, 135]","[147, 161, 154, 134, 100, 95, 94, 87, 84, 99, 81, 133, 129, 148, 98, 80, 67, 52, 46, 108, 43, 41, 19, 4, 57, 54, 38, 153, 103, 131, 127, 165, 16, 135]","[18, 23, 17, 12, 11, 10, 9, 16, 19, 6, 5, 15, 3, 1, 22, 24]",134.1
2084,2084,10919603,"[142, 147, 101, 97, 80, 65, 37, 33, 25, 16, 50, 46, 161, 157, 156, 93, 130, 129, 61, 43, 155, 151, 40, 6, 15, 75, 85, 57]","[142, 147, 101, 97, 80, 65, 37, 33, 25, 16, 50, 46, 161, 157, 156, 93, 130, 129, 61, 43, 155, 151, 40, 6, 15, 75, 85, 57]","[17, 18, 12, 11, 9, 6, 5, 4, 3, 23, 16, 20, 1, 8]",57.1
2085,2085,16745810,"[163, 161, 146, 122, 101, 97, 80, 53, 35, 34, 25, 160, 157, 156, 19, 18, 17, 79, 77, 60, 75, 72, 57, 165, 143, 95, 87, 85, 81, 51, 50, 45, 39, 119, 36, 54, 133]","[163, 161, 146, 122, 101, 97, 80, 53, 35, 34, 25, 160, 157, 156, 19, 18, 17, 79, 77, 60, 75, 72, 57, 165, 143, 95, 87, 85, 81, 51, 50, 45, 39, 119, 36, 54, 133]","[23, 17, 15, 12, 11, 9, 5, 4, 3, 8, 6, 7, 24, 10]",1087.8
2086,2086,14931279,"[147, 141, 96, 95, 80, 67, 64, 79, 60, 35, 8, 7, 6, 130, 128, 48, 42, 40, 85, 84, 83, 82, 99, 29, 26, 16, 126, 19, 18, 16, 59, 58, 125, 156]","[147, 141, 96, 95, 80, 67, 64, 79, 60, 35, 8, 7, 6, 130, 128, 48, 42, 40, 85, 84, 83, 82, 99, 29, 26, 16, 126, 19, 18, 59, 58, 125, 156]","[18, 17, 11, 9, 6, 4, 2, 1, 16, 5, 12, 3, 23]",142.0
2087,2087,12239922,"[147, 127, 157, 98, 95, 94, 93, 82, 81, 97, 80, 67, 65, 49, 48, 36, 8, 19, 5, 125, 96, 18, 17, 5, 15, 26, 24]","[147, 127, 157, 98, 95, 94, 93, 82, 81, 97, 80, 67, 65, 49, 48, 36, 8, 19, 5, 125, 96, 18, 17, 15, 26, 24]","[18, 16, 23, 12, 11, 9, 6, 5, 4, 2, 3, 1]",52.2
2088,2088,10995729,"[147, 97, 80, 37, 35, 34, 33, 32, 30, 25, 127, 89, 88, 48, 7, 19, 18, 4, 16, 3, 15, 14, 109, 96, 154, 87, 85, 81, 10, 46, 44, 41, 108, 62, 68]","[147, 97, 80, 37, 35, 34, 33, 32, 30, 25, 127, 89, 88, 48, 7, 19, 18, 4, 16, 3, 15, 14, 109, 96, 154, 87, 85, 81, 10, 46, 44, 41, 108, 62, 68]","[18, 11, 9, 5, 4, 3, 16, 10, 2, 1, 15, 23, 6]",97.6
2089,2089,16484246,"[147, 106, 80, 37, 42, 41, 36, 163, 19, 18, 34, 4, 16, 15, 2, 33, 88, 87, 32, 25, 24, 129, 16, 159, 157, 125, 78]","[147, 106, 80, 37, 42, 41, 36, 163, 19, 18, 34, 4, 16, 15, 2, 33, 88, 87, 32, 25, 24, 129, 159, 157, 125, 78]","[18, 13, 9, 5, 4, 23, 3, 1, 10, 16, 8]",71.9
2090,2090,14315783,"[147, 97, 37, 49, 94, 84, 48, 47, 45, 39, 19, 18, 159, 158, 157, 156, 154, 151, 32, 27, 25, 130, 129, 83, 59, 82, 99, 81, 96, 107]","[147, 97, 37, 49, 94, 84, 48, 47, 45, 39, 19, 18, 159, 158, 157, 156, 154, 151, 32, 27, 25, 130, 129, 83, 59, 82, 99, 81, 96, 107]","[18, 11, 5, 9, 3, 23, 20, 4, 16, 6, 12, 14]",126.4
2091,2091,11051821,"[147, 122, 131, 128, 135, 97, 98, 80, 37, 7, 6, 163, 158, 18, 34, 93, 91, 81, 157, 156, 5, 64, 44, 36, 25, 14, 16]","[147, 122, 131, 128, 135, 97, 98, 80, 37, 7, 6, 163, 158, 18, 34, 93, 91, 81, 157, 156, 5, 64, 44, 36, 25, 14, 16]","[18, 15, 16, 17, 11, 12, 9, 5, 2, 1, 23, 3, 4, 6]",62.9
2092,2092,14957093,"[147, 138, 122, 95, 94, 86, 99, 157, 156, 53, 8, 6, 19, 1, 42, 39, 73, 111, 69, 108, 131, 130, 16, 128]","[147, 138, 122, 95, 94, 86, 99, 157, 156, 53, 8, 6, 19, 1, 42, 39, 73, 111, 69, 108, 131, 130, 16, 128]","[18, 17, 15, 11, 10, 12, 23, 5, 2, 1, 3, 8, 7, 16]",42.5
2093,2093,10765005,"[147, 95, 91, 87, 85, 83, 99, 81, 101, 98, 80, 65, 42, 40, 39, 69, 96, 149, 132, 103, 154, 20, 8, 19, 4, 16, 15, 10, 38, 36]","[147, 95, 91, 87, 85, 83, 99, 81, 101, 98, 80, 65, 42, 40, 39, 69, 96, 149, 132, 103, 154, 20, 8, 19, 4, 16, 15, 10, 38, 36]","[18, 11, 10, 9, 12, 6, 5, 7, 19, 16, 23, 3, 2, 1, 4]",94.4
2094,2094,12967336,"[147, 148, 160, 159, 158, 141, 138, 133, 129, 128, 97, 98, 80, 35, 34, 27, 26, 108, 47, 43, 41, 127, 95, 93, 87, 84, 143, 99, 9, 4, 15, 154, 76, 73, 57, 24, 39, 149]","[147, 148, 160, 159, 158, 141, 138, 133, 129, 128, 97, 98, 80, 35, 34, 27, 26, 108, 47, 43, 41, 127, 95, 93, 87, 84, 143, 99, 9, 4, 15, 154, 76, 73, 57, 24, 39, 149]","[18, 19, 23, 17, 16, 11, 12, 9, 4, 3, 15, 5, 10, 2, 1, 8]",66.6
2095,2095,19889705,"[147, 137, 80, 64, 35, 7, 18, 4, 17, 15, 158, 157, 156, 155, 90, 87, 69, 131, 61, 47, 60, 74, 73, 57, 55]","[147, 137, 80, 64, 35, 7, 18, 4, 17, 15, 158, 157, 156, 155, 90, 87, 69, 131, 61, 47, 60, 74, 73, 57, 55]","[18, 17, 9, 6, 4, 2, 3, 1, 23, 11, 10, 7, 16, 5, 8]",75.7
2096,2096,14083897,"[37, 30, 27, 16, 161, 160, 156, 43, 42, 41, 40, 95, 93, 19, 62, 147, 154, 18, 82, 73, 132, 57]","[37, 30, 27, 16, 161, 160, 156, 43, 42, 41, 40, 95, 93, 19, 62, 147, 154, 18, 82, 73, 132, 57]","[5, 3, 23, 11, 6, 18, 9, 8, 16]",44.0
2097,2097,15649875,"[147, 80, 67, 35, 161, 131, 127, 126, 95, 94, 93, 89, 34, 157, 47, 45, 44, 156, 140, 18, 17, 2, 54, 154, 151, 38, 88, 87, 125, 85, 81, 13, 110]","[147, 80, 67, 35, 161, 131, 127, 126, 95, 94, 93, 89, 34, 157, 47, 45, 44, 156, 140, 18, 17, 2, 54, 154, 151, 38, 88, 87, 125, 85, 81, 13, 110]","[18, 9, 6, 4, 23, 16, 11, 5, 17, 3, 1, 20, 10, 2, 15]",62.7
2098,2098,12960843,"[147, 134, 105, 80, 53, 37, 50, 42, 41, 94, 93, 89, 87, 85, 81, 35, 33, 25, 24, 12, 64, 79, 112, 130, 129, 19, 147, 163, 162, 157, 156, 155, 151, 150, 4, 17, 16, 1, 149, 127]","[147, 134, 105, 80, 53, 37, 50, 42, 41, 94, 93, 89, 87, 85, 81, 35, 33, 25, 24, 12, 64, 79, 112, 130, 129, 19, 163, 162, 157, 156, 155, 151, 150, 4, 17, 16, 1, 149, 127]","[18, 17, 13, 9, 5, 11, 10, 4, 3, 2, 6, 15, 16, 23, 20, 1, 19]",97.8
2099,2099,13357297,"[142, 97, 80, 11, 18, 17, 15, 48, 33, 29, 39, 26, 24, 57, 161, 13, 132, 124, 95, 151, 123]","[142, 97, 80, 11, 18, 17, 15, 48, 33, 29, 39, 26, 24, 57, 161, 13, 132, 124, 95, 151, 123]","[17, 11, 9, 2, 3, 5, 4, 23, 16, 15, 20]",49.0
2100,2100,17674765,"[147, 80, 18, 148, 48, 46, 43, 41, 62, 16, 96, 95, 94, 83, 82, 99, 67, 40, 54, 3, 38, 162, 158, 157, 29, 27, 26, 16, 149, 118, 133, 130, 111, 110]","[147, 80, 18, 148, 48, 46, 43, 41, 62, 16, 96, 95, 94, 83, 82, 99, 67, 40, 54, 3, 38, 162, 158, 157, 29, 27, 26, 149, 118, 133, 130, 111, 110]","[18, 9, 3, 19, 5, 6, 11, 12, 1, 23, 15, 17, 16]",65.6
2101,2101,18595473,"[147, 143, 147, 156, 98, 80, 45, 44, 148, 77, 74, 73, 43, 18, 96, 86, 84, 83, 133, 34, 17, 57, 40, 32, 154]","[147, 143, 156, 98, 80, 45, 44, 148, 77, 74, 73, 43, 18, 96, 86, 84, 83, 133, 34, 17, 57, 40, 32, 154]","[18, 17, 23, 12, 9, 5, 19, 8, 3, 11, 10, 4]",62.5
2102,2102,16365997,"[147, 80, 37, 49, 70, 6, 4, 17, 94, 120, 148, 44, 42, 41, 36, 96, 154, 34, 13, 89, 88, 81, 2, 54]","[147, 80, 37, 49, 70, 6, 4, 17, 94, 120, 148, 44, 42, 41, 36, 96, 154, 34, 13, 89, 88, 81, 2, 54]","[18, 9, 5, 7, 1, 3, 11, 15, 19, 4, 23, 2, 10]",46.9
2103,2103,16112751,"[142, 161, 158, 156, 105, 101, 80, 35, 33, 130, 129, 30, 128, 134, 19, 18, 63, 74, 96, 95, 109, 127, 126, 154, 38, 17, 16]","[142, 161, 158, 156, 105, 101, 80, 35, 33, 130, 129, 30, 128, 134, 19, 18, 63, 74, 96, 95, 109, 127, 126, 154, 38, 17, 16]","[17, 23, 13, 12, 9, 4, 16, 3, 6, 8, 11, 15, 5]",53.2
2104,2104,14931279,"[147, 134, 122, 105, 98, 80, 37, 32, 29, 42, 19, 18, 85, 84, 82, 81, 136, 16, 39, 38, 57, 147, 154, 110]","[147, 134, 122, 105, 98, 80, 37, 32, 29, 42, 19, 18, 85, 84, 82, 81, 136, 16, 39, 38, 57, 154, 110]","[18, 17, 15, 13, 12, 9, 5, 4, 3, 23]",54.9
2105,2105,18008303,"[142, 122, 98, 52, 37, 35, 34, 48, 47, 57, 11, 8, 19, 18, 14, 156, 154, 45, 40, 26, 131, 130, 129, 24, 1, 13, 100]","[142, 122, 98, 52, 37, 35, 34, 48, 47, 57, 11, 8, 19, 18, 14, 156, 154, 45, 40, 26, 131, 130, 129, 24, 1, 13, 100]","[17, 15, 12, 5, 4, 2, 3, 23, 16, 1]",49.0
2106,2106,19063217,"[158, 138, 97, 80, 65, 35, 30, 24, 18, 125, 123, 135, 94, 155]","[158, 138, 97, 80, 65, 35, 30, 24, 18, 125, 123, 135, 94, 155]","[23, 17, 11, 9, 6, 4, 3, 16, 15]",30.9
2107,2107,14957093,"[147, 105, 94, 97, 98, 80, 65, 50, 45, 19, 18, 33, 88, 84, 82, 69, 147, 162, 144, 111, 159, 154, 13, 131, 41, 5]","[147, 105, 94, 97, 98, 80, 65, 50, 45, 19, 18, 33, 88, 84, 82, 69, 162, 144, 111, 159, 154, 13, 131, 41, 5]","[18, 13, 11, 12, 9, 6, 5, 3, 4, 10, 7, 23, 17, 15, 2, 16, 1]",55.0
2108,2108,16484246,"[147, 52, 37, 47, 44, 158, 156, 130, 127, 104, 94, 85, 82, 64, 76, 35, 4, 75, 99, 16, 15, 26, 25]","[147, 52, 37, 47, 44, 158, 156, 130, 127, 104, 94, 85, 82, 64, 76, 35, 4, 75, 99, 16, 15, 26, 25]","[18, 5, 23, 16, 12, 11, 9, 6, 8, 4, 1, 3]",56.2
2109,2109,17540572,"[147, 137, 97, 80, 67, 34, 32, 46, 42, 41, 19, 18, 163, 147, 162, 157, 156, 136, 133, 147, 144, 131, 129, 128, 39, 109, 126, 78, 93, 125]","[147, 137, 97, 80, 67, 34, 32, 46, 42, 41, 19, 18, 163, 162, 157, 156, 136, 133, 144, 131, 129, 128, 39, 109, 126, 78, 93, 125]","[18, 17, 11, 9, 6, 4, 5, 3, 23, 16, 15, 8]",80.5
2110,2110,10950248,"[147, 128, 127, 102, 98, 46, 39, 38, 36, 73, 33, 32, 93, 87, 163, 161, 18, 4, 85, 81, 29, 17, 156, 154, 150, 16, 111]","[147, 128, 127, 102, 98, 46, 39, 38, 36, 73, 33, 32, 93, 87, 163, 161, 18, 4, 85, 81, 29, 17, 156, 154, 150, 16, 111]","[18, 16, 12, 5, 4, 8, 11, 10, 23, 3, 1, 9, 20, 15]",55.6
2111,2111,14385775,"[147, 137, 97, 80, 53, 37, 33, 29, 27, 128, 126, 57, 100, 94, 161, 55, 86, 85, 84, 41, 39, 38, 158, 154, 36, 119, 83, 26, 24, 150, 164, 18]","[147, 137, 97, 80, 53, 37, 33, 29, 27, 128, 126, 57, 100, 94, 161, 55, 86, 85, 84, 41, 39, 38, 158, 154, 36, 119, 83, 26, 24, 150, 164, 18]","[18, 17, 11, 9, 5, 4, 3, 16, 12, 23, 10, 15, 20, 24]",80.2
2112,2112,18774310,"[147, 97, 98, 80, 67, 79, 163, 162, 37, 50, 48, 43, 39, 160, 157, 155, 19, 5, 18, 4, 14, 148, 108, 128, 38, 85, 81, 34, 33, 150]","[147, 97, 98, 80, 67, 79, 163, 162, 37, 50, 48, 43, 39, 160, 157, 155, 19, 5, 18, 4, 14, 148, 108, 128, 38, 85, 81, 34, 33, 150]","[18, 11, 12, 9, 6, 23, 5, 3, 1, 2, 19, 15, 16, 4, 20]",48.9
2113,2113,15063673,"[147, 147, 134, 122, 80, 34, 33, 29, 26, 25, 79, 162, 161, 160, 159, 19, 18, 1, 44, 42, 140, 133, 90, 84, 83, 82, 81, 130, 40]","[147, 134, 122, 80, 34, 33, 29, 26, 25, 79, 162, 161, 160, 159, 19, 18, 1, 44, 42, 140, 133, 90, 84, 83, 82, 81, 130, 40]","[18, 17, 15, 9, 4, 3, 23, 1, 5, 11, 16]",67.9
2114,2114,12277967,"[147, 80, 34, 79, 61, 74, 56, 18, 16, 163, 159, 47, 95, 94, 93, 92, 90, 87, 85, 83, 33, 29, 24, 13, 148, 44, 40, 39, 82, 99, 2]","[147, 80, 34, 79, 61, 74, 56, 18, 16, 163, 159, 47, 95, 94, 93, 92, 90, 87, 85, 83, 33, 29, 24, 13, 148, 44, 40, 39, 82, 99, 2]","[18, 9, 4, 6, 8, 5, 3, 23, 11, 10, 2, 19, 12, 1]",69.7
2115,2115,12199113,"[147, 141, 134, 102, 80, 8, 18, 3, 15, 50, 93, 48, 47, 44, 40, 76, 60, 37, 26, 39, 150, 57, 88, 84, 126, 38, 36, 81]","[147, 141, 134, 102, 80, 8, 18, 3, 15, 50, 93, 48, 47, 44, 40, 76, 60, 37, 26, 39, 150, 57, 88, 84, 126, 38, 36, 81]","[18, 17, 12, 9, 2, 3, 1, 5, 11, 8, 6, 20, 10, 16, 4]",53.1
2116,2116,13684355,"[94, 93, 91, 87, 84, 83, 164, 162, 160, 158, 157, 156, 97, 80, 52, 47, 45, 44, 43, 41, 32, 24, 37, 19, 16, 3, 61, 40, 39, 154, 80, 60, 99, 112]","[94, 93, 91, 87, 84, 83, 164, 162, 160, 158, 157, 156, 97, 80, 52, 47, 45, 44, 43, 41, 32, 24, 37, 19, 16, 3, 61, 40, 39, 154, 60, 99, 112]","[11, 10, 9, 24, 23, 5, 4, 3, 1, 6, 12, 15]",81.8
